CODFILIAL,CHAPA,NOME,FUNCAO,CNES,SECAO,DATAADMISSAO,SITUAÇÃO RM,HORÁRIO,MOTIVOADMISSAO,FILIAL,CARGAMENSAL,CARGASEMANAL,LICINICIO,LICFIM,STATUS,DATADEMISSAO
40,40005029,DORELLE ACTON,ASSISTENTE ADMINISTRATIVO,PERTENCE A EQUIPE MÍNIMA,UBS VILA GUILHERMINA - DR. AMERICO RASPA NETO,2022-06-06,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,200,40,,,Ativo,
40,40005032,BRIGIT LUCK,ENFERMEIRO,PERTENCE A EQUIPE MÍNIMA,AMA 24HS ENGENHEIRO GOULART - DR. JOSÉ PIRES,2022-06-06,Ativo,07:00 - 12:00 - 13:00 - 19:00 (12X36),REPOSIÇÃO DE VAGA,40-PENHA,180,36,,,Ativo,
40,40005036,SIGFRIED LIVINGSTONE,MÉDICO GINECOLOGISTA,PERTENCE A EQUIPE MÍNIMA,HOSPITAL DIA PENHA,2022-06-04,Ativo,QUA - 07:00 12:00 13:00 18:00 ,AUMENTO DE QUADRO,40-PENHA,50,10,,,Ativo,
40,40005037,CHELSEA SWEENEY,FONOAUDIÓLOGO,PERTENCE A EQUIPE MÍNIMA,CER PARQUE ARTHUR ALVIM,2022-06-06,Ativo,09:00 - 13:00 - 14:00 - 18:00 (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,200,40,2024-07-29,2024-08-12,Férias,
40,40005039,ENRICO LERWILL,AUXILIAR ADMINISTRATIVO II,NÃO PERTENCE A EQUIPE MÍNIMA,UBS DR. ANTONIO P. F. VILALLOBO,2022-06-06,Ativo,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),COBERTURA DE AFASTADO,40-PENHA,200,40,,,Ativo,
40,40005044,VERN GEISTMANN,AUXILIAR DE SAÚDE BUCAL,PERTENCE A EQUIPE MÍNIMA,UBS DR. ANTONIO P. F. VILALLOBO,2022-06-06,Ativo,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,200,40,,,Ativo,
40,40005045,BOYCE KOPPES,MÉDICO CLÍNICO GERAL,PERTENCE A EQUIPE MÍNIMA,UBS PADRE MANOEL DA NÓBREGA,2022-06-08,Ativo,SEG A QUA - 07:00 12:00 13:00 18:00,REPOSIÇÃO DE VAGA,40-PENHA,150,30,2024-08-19,2024-08-21,Af.Previdência,
40,40005047,YOKO DUDDLE,FARMACÊUTICO,NÃO PERTENCE A EQUIPE MÍNIMA,UBS PADRE MANOEL DA NÓBREGA,2022-05-09,Férias,07:00 - 10:00 - 10:15 - 13:15 (SEG A SAB),COBERTURA DE AFASTADO,40-PENHA,180,36,2024-08-05,2024-09-03,Férias,
40,40005049,DOLLEY SHARPOUS,MÉDICO GINECOLOGISTA,PERTENCE A EQUIPE MÍNIMA,UBS ENGENHEIRO GOULART - DR. JOSÉ PIRES,2022-06-06,Af.Previdência,SEG - 07:00 12:00 13:00 18:00/ QUA - 08:00 13:00 14:00 19:00,REPOSIÇÃO DE VAGA,40-PENHA,100,20,2024-07-22,2024-08-02,Atestado,
40,40005049,DOLLEY SHARPOUS,MÉDICO GINECOLOGISTA,PERTENCE A EQUIPE MÍNIMA,UBS ENGENHEIRO GOULART - DR. JOSÉ PIRES,2022-06-06,Af.Previdência,SEG - 07:00 12:00 13:00 18:00/ QUA - 08:00 13:00 14:00 19:00,REPOSIÇÃO DE VAGA,40-PENHA,100,20,2024-08-03,,Af.Previdência,
40,40005053,ALISTER DELF,TÉCNICO DE ENFERMAGEM,PERTENCE A EQUIPE MÍNIMA,UBS JARDIM SÃO NICOLAU,2022-06-06,Ativo,10:00 - 12:00 - 13:00 - 19:00 (SEG A SEX),COBERTURA DE AFASTADO,40-PENHA,200,40,2024-08-21,2024-08-22,Af.Previdência,
40,40005054,ANGEL MCMENNUM,AUXILIAR ADMINISTRATIVO II,NÃO PERTENCE A EQUIPE MÍNIMA,UBS VILA ESPERANÇA - DR. CASSIO BITTENCOURT FILHO,2022-06-07,Ativo,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,200,40,,,Ativo,
40,40005055,PIETRA IXOR,AUXILIAR DE ENFERMAGEM,NÃO PERTENCE A EQUIPE MÍNIMA,AMA CHÁCARA CRUZEIRO DO SUL,2022-05-23,Ativo,06:30 - 10:00 - 10:15 - 12:45 (SEG A SAB),AUMENTO DE QUADRO,40-PENHA,180,36,,,Ativo,
40,40005057,CHROTOEM ROSENSTIEL,AUXILIAR DE ENFERMAGEM,NÃO PERTENCE A EQUIPE MÍNIMA,AMA PADRE MANOEL DA NÓBREGA,2022-06-07,Ativo,07:00 - 10:00 - 10:15 - 13:15 (SEG A SAB),REPOSIÇÃO DE VAGA,40-PENHA,180,36,,,Ativo,
40,40005058,HARDY HANSBERRY,MÉDICO GENERALISTA,PERTENCE A EQUIPE MÍNIMA,UBS DR. ANTONIO P. F. VILALLOBO,2022-06-23,Licença Mater.,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,200,40,2024-08-01,2024-08-02,Af.Previdência,
40,40005058,HARDY HANSBERRY,MÉDICO GENERALISTA,PERTENCE A EQUIPE MÍNIMA,UBS DR. ANTONIO P. F. VILALLOBO,2022-06-23,Licença Mater.,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,200,40,2024-08-21,2025-06-16,Licença Mater.,
40,40005060,KIPPAR STREETS,MÉDICO GENERALISTA,PERTENCE A EQUIPE MÍNIMA,UBS JARDIM MARINGÁ,2022-06-13,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,200,40,2024-08-19,2024-08-19,Af.Previdência,
40,40005061,LINNET TOMKINS,AUXILIAR DE ENFERMAGEM,NÃO PERTENCE A EQUIPE MÍNIMA,UBS PADRE MANOEL DA NÓBREGA,2022-06-13,Ativo,07:00 - 10:00 - 10:15 - 13:15 (SEG A SAB),REPOSIÇÃO DE VAGA,40-PENHA,180,36,2024-08-15,2024-08-16,Atestado,
40,40005065,LURA LEWNDEN,AUXILIAR DE ENFERMAGEM,NÃO PERTENCE A EQUIPE MÍNIMA,UBS VILA MATILDE,2022-06-20,Ativo,07:00 - 10:00 - 10:15 - 13:15 (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,150,30,,,Ativo,
40,40005068,VICK PUVIA,ASSISTENTE ADMINISTRATIVO,NÃO PERTENCE A EQUIPE MÍNIMA,HOSPITAL DIA PENHA,2022-06-20,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),COBERTURA DE AFASTADO,40-PENHA,200,40,,,Ativo,
40,40005071,MIRELLE BINGE,AUXILIAR DE ENFERMAGEM,PERTENCE A EQUIPE MÍNIMA,EMAD CANGAÍBA - DR. CARLOS GENTILE DE MELLO,2022-06-22,Férias,12:45 - 16:00 - 16:15 - 19:00 (SEG A SEX),COBERTURA DE AFASTADO,40-PENHA,150,30,2024-08-19,2024-09-07,Férias,
40,40005073,MATTHEW FLANDERS,AUXILIAR ADMINISTRATIVO II,NÃO PERTENCE A EQUIPE MÍNIMA,UBS VILA MATILDE,2022-07-04,Ativo,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,200,40,,,Ativo,
40,40005076,COBBIE LERMIT,MÉDICO GENERALISTA,PERTENCE A EQUIPE MÍNIMA,UBS VILA ESPERANÇA - DR. CASSIO BITTENCOURT FILHO,2022-07-04,Ativo,SEG E QUA - 08:00 12:00 13:00 19:00,REPOSIÇÃO DE VAGA,40-PENHA,100,20,,,Ativo,
40,40005077,TAMARRA ROCHFORD,MÉDICO GENERALISTA,PERTENCE A EQUIPE MÍNIMA,UBS VILA ESPERANÇA - DR. CASSIO BITTENCOURT FILHO,2022-07-01,Ativo,08:00 - 13:00 - 14:00 - 19:00 (QUI. E SEX.),REPOSIÇÃO DE VAGA,40-PENHA,100,20,,,Ativo,
40,40005078,MYRTA COSSER,AUXILIAR DE ENFERMAGEM,NÃO PERTENCE A EQUIPE MÍNIMA,UBS VILA SILVIA,2022-07-04,Af.Previdência,12:45 - 16:00 - 16:15 - 19:00   (SEG A SAB)_x000D_,REPOSIÇÃO DE VAGA,40-PENHA,180,36,2024-02-02,,Af.Previdência,
40,40005079,ISAAC STRATHEARN,AUXILIAR DE ENFERMAGEM,NÃO PERTENCE A EQUIPE MÍNIMA,UBS VILA ESPERANÇA - DR. CASSIO BITTENCOURT FILHO,2022-07-04,Ativo,12:45 - 16:00 - 16:15 - 19:00 (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,150,30,2024-08-07,2024-08-07,Atestado,
40,40005081,CHRISTOFFER GALLEMORE,SUPERVISOR DE SRT,PERTENCE A EQUIPE MÍNIMA,UAA - MASCULINA PENHA,2019-12-02,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),COBERTURA DE AFASTADO,40-PENHA,200,40,,,Ativo,
40,40005082,MORT BRACKENBURY,AGENTE COMUNITÁRIO DE SAÚDE,PERTENCE A EQUIPE MÍNIMA,UBS JARDIM SÃO FRANCISCO,2022-07-04,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),COBERTURA DE AFASTADO,40-PENHA,200,40,,,Ativo,
40,40005090,HEPHZIBAH BRUNNER,AUXILIAR DE ENFERMAGEM,NÃO PERTENCE A EQUIPE MÍNIMA,AMA 24HS ENGENHEIRO GOULART - DR. JOSÉ PIRES,2022-07-04,Ativo,07:00 - 12:00 - 13:00 - 19:00 (12X36),COBERTURA DE AFASTADO,40-PENHA,180,36,2024-08-18,2024-08-18,Af.Previdência,
40,40005090,HEPHZIBAH BRUNNER,AUXILIAR DE ENFERMAGEM,NÃO PERTENCE A EQUIPE MÍNIMA,AMA 24HS ENGENHEIRO GOULART - DR. JOSÉ PIRES,2022-07-04,Ativo,07:00 - 12:00 - 13:00 - 19:00 (12X36),COBERTURA DE AFASTADO,40-PENHA,180,36,2024-09-03,2024-09-03,Af.Previdência,
40,40005091,RUTHANNE ADLAM,AGENTE DE PROMOÇÃO AMBIENTAL,NÃO PERTENCE A EQUIPE MÍNIMA,UBS JARDIM SÃO NICOLAU,2022-07-04,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,200,40,2024-08-05,2024-08-11,Af.Previdência,
40,40005095,RICKI MATUSZYNSKI,AUXILIAR DE SAÚDE BUCAL,PERTENCE A EQUIPE MÍNIMA,UBS JARDIM SÃO NICOLAU,2022-07-04,Ativo,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),COBERTURA DE AFASTADO,40-PENHA,200,40,2024-07-15,2024-08-13,Férias,
40,40005096,SETH FEASLEY,AUXILIAR DE SAÚDE BUCAL,PERTENCE A EQUIPE MÍNIMA,UBS VILA ARICANDUVA,2022-07-04,Ativo,07:00 - 10:00 - 10:15 - 13:15 (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,150,30,2024-08-28,2024-08-29,Atestado,
40,40005103,RYLEY MCROBERT,AUXILIAR DE ENFERMAGEM,NÃO PERTENCE A EQUIPE MÍNIMA,UBS CIDADE PATRIARCA,2022-07-11,Ativo,06:45 - 09:00 - 09:15 - 13:00 (SEG. A SEX.),REPOSIÇÃO DE VAGA,40-PENHA,150,30,2024-08-22,2024-08-23,Atestado,
40,40005112,BROCK PADGHAM,AUXILIAR DE ENFERMAGEM,NÃO PERTENCE A EQUIPE MÍNIMA,AMA 24HS ENGENHEIRO GOULART - DR. JOSÉ PIRES,2022-07-14,Ativo,07:00 - 12:00 - 13:00 - 19:00 (12X36),REPOSIÇÃO DE VAGA,40-PENHA,180,36,2024-08-12,2024-08-12,Af.Previdência,
40,40005130,BELLA HAUGG,ENFERMEIRO,PERTENCE A EQUIPE MÍNIMA,HOSPITAL DIA PENHA,2022-07-18,Ativo,12:45 - 16:00 - 16:15 - 19:00 (SEG A DOM) CONFORME ESCALA,COBERTURA DE AFASTADO,40-PENHA,180,36,,,Ativo,
40,40005136,ELORA KENNEALY,DENTISTA CLÍNICO,PERTENCE A EQUIPE MÍNIMA,UBS VILA ARICANDUVA,2022-08-01,Licença Mater.,15:00 - 19:00 (SEG. A SEX.),REPOSIÇÃO DE VAGA,40-PENHA,100,20,2024-07-12,2025-05-07,Licença Mater.,
40,40005138,ARNOLD GWIN,DENTISTA CLÍNICO,PERTENCE A EQUIPE MÍNIMA,UBS VILA MATILDE,2022-08-01,Ativo,11:00 - 15:00  (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,100,20,,,Ativo,
40,40005143,GEORGINE DAW,AUXILIAR ADMINISTRATIVO II,NÃO PERTENCE A EQUIPE MÍNIMA,UBS VILA ARICANDUVA,2022-08-01,Ativo,06:45 - 11:00 - 12:00 - 15:45 (SEG A SEX),COBERTURA DE AFASTADO,40-PENHA,200,40,2024-08-14,2024-08-16,Af.Previdência,
40,40005147,ROSALIE COHN,TÉCNICO DE ENFERMAGEM,NÃO PERTENCE A EQUIPE MÍNIMA,UBS JARDIM SÃO FRANCISCO,2022-08-01,Ativo,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),COBERTURA DE AFASTADO,40-PENHA,200,40,,,Ativo,
40,40005152,RETHA GRONALLER,DENTISTA CLÍNICO,PERTENCE A EQUIPE MÍNIMA,UBS VILA ARICANDUVA,2022-08-01,Ativo,11:00 - 15:00  (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,100,20,,,Ativo,
40,40005153,DREW VALERIUS,AUXILIAR ADMINISTRATIVO II,NÃO PERTENCE A EQUIPE MÍNIMA,HOSPITAL DIA PENHA,2022-08-08,Demitido,12:45 - 16:00 - 16:15 - 19:00 (SEG A DOM) CONFORME ESCALA,REPOSIÇÃO DE VAGA,40-PENHA,180,36,,,Demitidos,05/08/2024
40,40005154,GREG LAUGHNAN,DENTISTA CLÍNICO,PERTENCE A EQUIPE MÍNIMA,UBS VILA ESPERANÇA - DR. CASSIO BITTENCOURT FILHO,2022-08-08,Ativo,07:00 - 11:00  (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,100,20,2024-08-12,2024-08-26,Férias,
40,40005155,ORALIA JAGGAR,DENTISTA CLÍNICO,PERTENCE A EQUIPE MÍNIMA,UBS JARDIM SÃO NICOLAU,2021-12-01,Ativo,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),COBERTURA DE AFASTADO,40-PENHA,200,40,2024-07-15,2024-08-13,Férias,
40,40005156,RENATE KLUSS,MÉDICO GENERALISTA,PERTENCE A EQUIPE MÍNIMA,UBS VILA ESPERANÇA - DR. CASSIO BITTENCOURT FILHO,2022-08-08,Ativo,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,200,40,,,Ativo,
40,40005157,DOTTY HALFHEAD,AUXILIAR DE ENFERMAGEM,NÃO PERTENCE A EQUIPE MÍNIMA,UBS ENGENHEIRO TRINDADE,2022-08-08,Ativo,07:00 - 10:00 - 10:15 - 13:15 (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,150,30,2024-08-23,2024-08-23,Atestado,
40,40005159,NOLLIE LE FEAVER,COORDENADOR DE ATENÇÃO À SAÚDE,PERTENCE A EQUIPE MÍNIMA,COORDENAÇÃO TÉCNICA ADMINISTRATIVA - SAS,2022-08-08,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,200,40,,,Ativo,
40,40005160,DALE MCKERLEY,GERENTE DE UNIDADE DE SAÚDE II,NÃO PERTENCE A EQUIPE MÍNIMA,UBS VILA GUILHERMINA - DR. AMERICO RASPA NETO,2021-12-08,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,200,40,2024-08-25,2024-08-29,Atestado,
40,40005166,ALIZA JANDL,MÉDICO PEDIATRA,PERTENCE A EQUIPE MÍNIMA,UBS VILA SILVIA,2022-08-16,Ativo,07:00 - 12:00 - 13:00 - 18:00 ( TER. E QUI.),REPOSIÇÃO DE VAGA,40-PENHA,100,20,2024-08-13,2024-08-13,Af.Previdência,
40,40005166,ALIZA JANDL,MÉDICO PEDIATRA,PERTENCE A EQUIPE MÍNIMA,UBS VILA SILVIA,2022-08-16,Ativo,07:00 - 12:00 - 13:00 - 18:00 ( TER. E QUI.),REPOSIÇÃO DE VAGA,40-PENHA,100,20,2024-08-20,2024-08-20,Atestado,
40,40005166,ALIZA JANDL,MÉDICO PEDIATRA,PERTENCE A EQUIPE MÍNIMA,UBS VILA SILVIA,2022-08-16,Ativo,07:00 - 12:00 - 13:00 - 18:00 ( TER. E QUI.),REPOSIÇÃO DE VAGA,40-PENHA,100,20,2024-08-22,2024-08-22,Atestado,
40,40005167,HUNTINGTON MCMILLAN,AUXILIAR DE ENFERMAGEM,NÃO PERTENCE A EQUIPE MÍNIMA,AMA JARDIM NORDESTE - 24 HS,2022-08-11,Ativo,19:00 - 01:00 - 02:00 - 07:00 (12X36),COBERTURA DE AFASTADO,40-PENHA,180,36,,,Ativo,
40,40005169,ANNALEE MACGOUN,AGENTE COMUNITÁRIO DE SAÚDE,PERTENCE A EQUIPE MÍNIMA,UBS VILA GUILHERMINA - DR. AMERICO RASPA NETO,2022-08-15,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,200,40,2024-08-19,2024-08-20,Atestado,
40,40005169,ANNALEE MACGOUN,AGENTE COMUNITÁRIO DE SAÚDE,PERTENCE A EQUIPE MÍNIMA,UBS VILA GUILHERMINA - DR. AMERICO RASPA NETO,2022-08-15,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,200,40,2024-08-23,2024-08-23,Af.Previdência,
40,40005175,ELFRIDA BLIZARD,AUXILIAR DE ENFERMAGEM,NÃO PERTENCE A EQUIPE MÍNIMA,AMA CHÁCARA CRUZEIRO DO SUL,2022-08-15,Ativo,07:00 - 10:00 - 10:15 - 13:15 (SEG A SAB),AUMENTO DE QUADRO,40-PENHA,180,36,,,Ativo,
40,40005177,DRAKE RIZZARDINI,AGENTE COMUNITÁRIO DE SAÚDE,PERTENCE A EQUIPE MÍNIMA,UBS CHÁCARA CRUZEIRO DO SUL,2022-08-15,Licença Mater.,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,200,40,2023-12-21,2024-08-17,Atestado,
40,40005177,DRAKE RIZZARDINI,AGENTE COMUNITÁRIO DE SAÚDE,PERTENCE A EQUIPE MÍNIMA,UBS CHÁCARA CRUZEIRO DO SUL,2022-08-15,Licença Mater.,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,200,40,2024-08-18,2024-12-15,Licença Mater.,
40,40005179,SIGMUND FORRE,AUXILIAR DE ENFERMAGEM,NÃO PERTENCE A EQUIPE MÍNIMA,AMA 24HS ENGENHEIRO GOULART - DR. JOSÉ PIRES,2022-08-12,Ativo,07:00 - 12:00 - 13:00 - 19:00 (12X36),REPOSIÇÃO DE VAGA,40-PENHA,180,36,2024-08-04,2024-08-05,Atestado,
40,40005179,SIGMUND FORRE,AUXILIAR DE ENFERMAGEM,NÃO PERTENCE A EQUIPE MÍNIMA,AMA 24HS ENGENHEIRO GOULART - DR. JOSÉ PIRES,2022-08-12,Ativo,07:00 - 12:00 - 13:00 - 19:00 (12X36),REPOSIÇÃO DE VAGA,40-PENHA,180,36,2024-08-06,2024-08-06,Atestado,
40,40005179,SIGMUND FORRE,AUXILIAR DE ENFERMAGEM,NÃO PERTENCE A EQUIPE MÍNIMA,AMA 24HS ENGENHEIRO GOULART - DR. JOSÉ PIRES,2022-08-12,Ativo,07:00 - 12:00 - 13:00 - 19:00 (12X36),REPOSIÇÃO DE VAGA,40-PENHA,180,36,2024-08-08,2024-08-08,Af.Previdência,
40,40005179,SIGMUND FORRE,AUXILIAR DE ENFERMAGEM,NÃO PERTENCE A EQUIPE MÍNIMA,AMA 24HS ENGENHEIRO GOULART - DR. JOSÉ PIRES,2022-08-12,Ativo,07:00 - 12:00 - 13:00 - 19:00 (12X36),REPOSIÇÃO DE VAGA,40-PENHA,180,36,2024-08-10,2024-08-12,Af.Previdência,
40,40005179,SIGMUND FORRE,AUXILIAR DE ENFERMAGEM,NÃO PERTENCE A EQUIPE MÍNIMA,AMA 24HS ENGENHEIRO GOULART - DR. JOSÉ PIRES,2022-08-12,Ativo,07:00 - 12:00 - 13:00 - 19:00 (12X36),REPOSIÇÃO DE VAGA,40-PENHA,180,36,2024-08-16,2024-08-30,Férias,
40,40005179,SIGMUND FORRE,AUXILIAR DE ENFERMAGEM,NÃO PERTENCE A EQUIPE MÍNIMA,AMA 24HS ENGENHEIRO GOULART - DR. JOSÉ PIRES,2022-08-12,Ativo,07:00 - 12:00 - 13:00 - 19:00 (12X36),REPOSIÇÃO DE VAGA,40-PENHA,180,36,2024-09-01,2024-09-01,Af.Previdência,
40,40005180,MILL KIDDY,AUXILIAR DE ENFERMAGEM,NÃO PERTENCE A EQUIPE MÍNIMA,AMA VILA SILVIA,2022-08-15,Ativo,13:00 - 16:00 - 16:15 - 19:15   (SEG A SAB),REPOSIÇÃO DE VAGA,40-PENHA,180,36,,,Ativo,
40,40005183,GODFREY DAWKES,AGENTE COMUNITÁRIO DE SAÚDE,PERTENCE A EQUIPE MÍNIMA,UBS VILA GUILHERMINA - DR. AMERICO RASPA NETO,2022-08-15,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),COBERTURA DE AFASTADO,40-PENHA,200,40,,,Ativo,
40,40005189,SOPHRONIA REEDMAN,AGENTE COMUNITÁRIO DE SAÚDE,PERTENCE A EQUIPE MÍNIMA,UBS VILA GUILHERMINA - DR. AMERICO RASPA NETO,2022-08-15,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,200,40,,,Ativo,
40,40005191,ANNADIANE JENKERSON,MÉDICO GENERALISTA,PERTENCE A EQUIPE MÍNIMA,UBS JARDIM SÃO NICOLAU,2022-08-15,Ativo,07:00 - 12:00 - 13:00 - 18:00 (TER A SEX),REPOSIÇÃO DE VAGA,40-PENHA,200,40,2024-08-15,2024-08-16,Af.Previdência,
40,40005192,JANINA LIGHTERNESS,AUXILIAR DE ENFERMAGEM,NÃO PERTENCE A EQUIPE MÍNIMA,AMA JARDIM NORDESTE - 24 HS,2022-08-15,Ativo,19:00 - 01:00 - 02:00 - 07:00 (12X36),AUMENTO DE QUADRO,40-PENHA,180,36,2024-08-08,2024-08-10,Atestado,
40,40005195,HILARIUS JOSIAH,MÉDICO PEDIATRA,PERTENCE A EQUIPE MÍNIMA,UBS VILA SILVIA,2022-08-16,Ativo,07:00 - 12:00 - 13:00 - 18:00 (TER. E SEX.),REPOSIÇÃO DE VAGA,40-PENHA,100,20,,,Ativo,
40,40005198,EMELYNE BENDUHN,AGENTE COMUNITÁRIO DE SAÚDE,PERTENCE A EQUIPE MÍNIMA,UBS CHÁCARA CRUZEIRO DO SUL,2022-08-15,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),COBERTURA DE AFASTADO,40-PENHA,200,40,,,Ativo,
40,40005208,ARIN RUMENS,AGENTE COMUNITÁRIO DE SAÚDE,PERTENCE A EQUIPE MÍNIMA,UBS JARDIM SÃO NICOLAU,2022-08-22,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,200,40,,,Ativo,
40,40005210,LAURE VANYUKOV,FARMACÊUTICO,PERTENCE A EQUIPE MÍNIMA,HOSPITAL DIA PENHA,2022-09-05,Ativo,13:00 - 16:00 - 16:15 - 19:15   (SEG A SAB),REPOSIÇÃO DE VAGA,40-PENHA,180,36,,,Ativo,
40,40005211,DNIREN MCTIERNAN,ENFERMEIRO,PERTENCE A EQUIPE MÍNIMA,UBS EMILIO SANTIAGO,2022-09-12,Ativo,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),REPOSIÇÃO DE VAGA,40-PENHA,200,40,2024-07-31,2024-08-05,Af.Previdência,
40,40005212,KRISTINE BEARDSHALL,ENFERMEIRO,PERTENCE A EQUIPE MÍNIMA,HOSPITAL DIA PENHA,2022-09-05,Af.Previdência,12:45 - 16:00 - 16:15 - 19:00 (SEG A DOM) CONFORME ESCALA,REPOSIÇÃO DE VAGA,40-PENHA,180,36,2024-07-17,,Af.Previdência,
40,40005214,AMARA REDHOLLS,ENFERMEIRO,PERTENCE A EQUIPE MÍNIMA,HOSPITAL DIA PENHA,2022-09-05,Ativo,13:00 - 16:00 - 16:15 - 19:15 (SEG A DOM) CONFORME ESCALA,REPOSIÇÃO DE VAGA,40-PENHA,180,36,,,Ativo,
40,40005215,SKIPP RIDDIFORD,AUXILIAR ADMINISTRATIVO II,PERTENCE A EQUIPE MÍNIMA,HOSPITAL DIA PENHA,2022-09-05,Demitido,07:00 - 10:00 - 10:15 - 13:15 (SEG A DOM) - CONFORME ESCALA,REPOSIÇÃO DE VAGA,40-PENHA,180,36,,,Demitidos,09/08/2024
40,40005220,MOREY BEECROFT,AGENTE COMUNITÁRIO DE SAÚDE,PERTENCE A EQUIPE MÍNIMA,UBS VILA ESPERANÇA - DR. CASSIO BITTENCOURT FILHO,2022-09-05,Ativo,08:00 - 12:00 - 13:00 - 17:00  (SEG A SEX),COBERTURA DE AFASTADO,40-PENHA,200,40,,,Ativo,
40,40005223,YANK CUMBERS,TÉCNICO FARMÁCIA,NÃO PERTENCE A EQUIPE MÍNIMA,HOSPITAL DIA PENHA,2022-09-05,Ativo,13:00 - 16:00 - 16:15 - 19:15 (SEG A DOM) CONFORME ESCALA,COBERTURA DE AFASTADO,40-PENHA,180,36,2024-08-08,2024-08-08,Af.Previdência,
40,40005223,YANK CUMBERS,TÉCNICO FARMÁCIA,NÃO PERTENCE A EQUIPE MÍNIMA,HOSPITAL DIA PENHA,2022-09-05,Ativo,13:00 - 16:00 - 16:15 - 19:15 (SEG A DOM) CONFORME ESCALA,COBERTURA DE AFASTADO,40-PENHA,180,36,2024-08-09,2024-08-10,Af.Previdência,
40,40005223,YANK CUMBERS,TÉCNICO FARMÁCIA,NÃO PERTENCE A EQUIPE MÍNIMA,HOSPITAL DIA PENHA,2022-09-05,Ativo,13:00 - 16:00 - 16:15 - 19:15 (SEG A DOM) CONFORME ESCALA,COBERTURA DE AFASTADO,40-PENHA,180,36,2024-08-20,2024-08-20,Atestado,
40,40005224,MARYLIN SHARKEY,MÉDICO GENERALISTA,PERTENCE A EQUIPE MÍNIMA,UBS VILA ESPERANÇA - DR. CASSIO BITTENCOURT FILHO,2022-09-05,Ativo,SEG E QUA - 07:00 12:00 13:00 18:00,REPOSIÇÃO DE VAGA,40-PENHA,100,20,2024-07-29,2024-08-12,Férias,
40,40005225,PATIENCE EILERT,AUXILIAR ADMINISTRATIVO II,NÃO PERTENCE A EQUIPE MÍNIMA,UBS A. E. DE CARVALHO,2022-09-05,Ativo,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),COBERTURA DE AFASTADO,40-PENHA,200,40,,,Ativo,
