rel_2141_CNES,rel_2141_UNIDADE,rel_2141_NOME,rel_2141_CARGO,rel_2141_DT_ADMISSAO,rel_2141_DT_DEMISSAO,rel_2141_prof_ID,rel_2141_HORARIO,rel_2141_JORNADA,rel_2141_STATUS,LEGAL_ABSENCES
2787776,UBS JARDIM SAO FRANCISCO,DEINA SILCOCK,AGENTE COMUNITARIO DE SAUDE,2022-05-16,,40004994,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,
2752204,AMA CANGAIBA - DR. CARLOS GENTILE DE MELLO,JAINE FRISE,AUXILIAR DE ENFERMAGEM,2022-05-16,,40004996,12:45 - 16:00 - 16:15 - 19:00 (SEG A SAB),36,Ativo,
2029626,CAPS ADULTO III VILA MATILDE,FAUNIE LUDLEM,TECNICO FARMACIA,2022-05-16,,40004999,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,Atestado: 05/08/2024 | Atestado: 20/08/2024 | Férias: 26/08/2024 a 14/09/2024
2027070,AMA PADRE MANOEL DA NOBREGA,TAMERA HUTHART,TECNICO FARMACIA,2022-05-23,,40005008,13:00 - 16:00 - 16:15 - 19:15 (SEG A SAB),36,Ativo,
2786729,UBS A. E. DE CARVALHO,CHRISTIAN PROTT,AUXILIAR ADMINISTRATIVO,2022-05-23,,40005009,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,Férias: 10/07/2024 a 08/08/2024
3304566,CAPS ALCOOL E DROGAS III PENHA,MURIEL RENISH,AUXILIAR ADMINISTRATIVO,2022-05-23,,40005011,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,
6592899,AMA VILA SILVIA,PHYLLIS PREGAL,TECNICO FARMACIA,2022-06-06,,40005015,12:45 - 16:00 - 16:15 - 19:00 (SEG A SAB),36,Ativo,
2788721,UBS VILA ARICANDUVA,VIV GOLLEDGE,ASSISTENTE SOCIAL,2022-06-06,,40005016,08:45 - 11:45 - 12:00 - 15:00 (SEG A SEX),30,Ativo,
9688463,CAPS ALCOOL E DROGAS II CANGAIBA,VAUGHN HAMPSON,MEDICO PSIQUIATRA,2022-06-02,,40005017,QUI - 07:00 12:00 13:00 18:00,10,Ativo,
2751933,HOSPITAL DIA PENHA,FREDERICH CUNNANE,MEDICO CARDIOLOGISTA,2022-06-03,,40005021,HOR - QUA E SEX - 07:00 12:00 13:00 19:00,24,Ativo,
2787806,UBS JARDIM SAO NICOLAU,VIVYANNE RUTTER,AGENTE COMUNITARIO DE SAUDE,2022-06-06,,40005022,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,Férias: 05/08/2024 a 03/09/2024
6194990,UBS CHACARA CRUZEIRO DO SUL,JENINE HOGBEN,FARMACEUTICO,2022-06-06,,40005023,12:45 - 16:00 - 16:15 - 19:00 (SEG A SAB),36,Ativo,Férias: 12/08/2024 a 31/08/2024
6194990,UBS CHACARA CRUZEIRO DO SUL,SHAINE TEWKESBURY,NUTRICIONISTA,2022-06-06,,40005027,09:00 - 13:00 - 14:00 - 18:00 (SEG A SEX),40,Ativo,Atestado: 12/08/2024
2788969,UBS VILA GUILHERMINA - DR. AMERICO RASPA NETO,DORELLE ACTON,ASSISTENTE ADMINISTRATIVO,2022-06-06,,40005029,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,
6143180,AMA 24HS ENGENHEIRO GOULART - DR. JOSE PIRES,BRIGIT LUCK,ENFERMEIRO,2022-06-06,,40005032,07:00 - 12:00 - 13:00 - 19:00 (12X36),36,Ativo,
2751933,HOSPITAL DIA PENHA,SIGFRIED LIVINGSTONE,MEDICO GINECOLOGISTA,2022-06-04,,40005036,QUA - 07:00 12:00 13:00 18:00,10,Ativo,
9844597,CER PARQUE ARTHUR ALVIM,CHELSEA SWEENEY,FONOAUDIOLOGO,2022-06-06,,40005037,09:00 - 13:00 - 14:00 - 18:00 (SEG A SEX),40,Ativo,Férias: 29/07/2024 a 12/08/2024
2786753,UBS DR. ANTONIO P. F. VILALLOBO,ENRICO LERWILL,AUXILIAR ADMINISTRATIVO,2022-06-06,,40005039,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,
2786753,UBS DR. ANTONIO P. F. VILALLOBO,VERN GEISTMANN,AUXILIAR DE SAUDE BUCAL,2022-06-06,,40005044,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,
2027070,UBS PADRE MANOEL DA NOBREGA,BOYCE KOPPES,MEDICO CLINICO GERAL,2022-06-08,,40005045,SEG A QUA - 07:00 12:00 13:00 18:00,30,Ativo,Atestado: 19/08/2024 a 21/08/2024
2027070,UBS PADRE MANOEL DA NOBREGA,YOKO DUDDLE,FARMACEUTICO,2022-05-09,,40005047,07:00 - 10:00 - 10:15 - 13:15 (SEG A SAB),36,Ativo,Férias: 05/08/2024 a 03/09/2024
2752220,UBS ENGENHEIRO GOULART - DR. JOSE PIRES,DOLLEY SHARPOUS,MEDICO GINECOLOGISTA,2022-06-06,,40005049,SEG - 07:00 12:00 13:00 18:00/ QUA - 08:00 13:00 14:00 19:00,20,Af.Previdência,Atestado: 22/07/2024 a 02/08/2024 | Af.Previdência: A partir de 03/08/2024
2787806,UBS JARDIM SAO NICOLAU,ALISTER DELF,TECNICO DE ENFERMAGEM,2022-06-06,,40005053,10:00 - 12:00 - 13:00 - 19:00 (SEG A SEX),40,Ativo,Atestado: 21/08/2024 a 22/08/2024
2788861,UBS VILA ESPERANCA - DR. CASSIO BITTENCOURT FILHO,ANGEL MCMENNUM,AUXILIAR ADMINISTRATIVO,2022-06-07,,40005054,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,
6194990,AMA CHACARA CRUZEIRO DO SUL,PIETRA IXOR,AUXILIAR DE ENFERMAGEM,2022-05-23,,40005055,06:30 - 10:00 - 10:15 - 12:45 (SEG A SAB),36,Ativo,
2027070,AMA PADRE MANOEL DA NOBREGA,CHROTOEM ROSENSTIEL,AUXILIAR DE ENFERMAGEM,2022-06-07,,40005057,07:00 - 10:00 - 10:15 - 13:15 (SEG A SAB),36,Ativo,
2786753,UBS DR. ANTONIO P. F. VILALLOBO,HARDY HANSBERRY,MEDICO GENERALISTA,2022-06-23,,40005058,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Af.Previdência,Atestado: 01/08/2024 a 02/08/2024 | Licença Mater.: 21/08/2024 a 16/06/2025
7270941,UBS JARDIM MARINGA,KIPPAR STREETS,MEDICO GENERALISTA,2022-06-13,,40005060,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,Atestado: 19/08/2024
2027070,UBS PADRE MANOEL DA NOBREGA,LINNET TOMKINS,AUXILIAR DE ENFERMAGEM,2022-06-13,,40005061,07:00 - 10:00 - 10:15 - 13:15 (SEG A SAB),36,Ativo,Atestado: 15/08/2024 a 16/08/2024
2789043,UBS VILA MATILDE,LURA LEWNDEN,AUXILIAR DE ENFERMAGEM,2022-06-20,,40005065,07:00 - 10:00 - 10:15 - 13:15 (SEG A SEX),30,Ativo,
2751933,HOSPITAL DIA PENHA,VICK PUVIA,ASSISTENTE ADMINISTRATIVO,2022-06-20,,40005068,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,
2752204,EMAD CANGAIBA - DR. CARLOS GENTILE DE MELLO,MIRELLE BINGE,AUXILIAR DE ENFERMAGEM,2022-06-22,,40005071,12:45 - 16:00 - 16:15 - 19:00 (SEG A SEX),30,Ativo,Férias: 19/08/2024 a 07/09/2024
2789043,UBS VILA MATILDE,MATTHEW FLANDERS,AUXILIAR ADMINISTRATIVO,2022-07-04,,40005073,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,
2788861,UBS VILA ESPERANCA - DR. CASSIO BITTENCOURT FILHO,COBBIE LERMIT,MEDICO GENERALISTA,2022-07-04,,40005076,SEG E QUA - 08:00 12:00 13:00 19:00,20,Ativo,
2788861,UBS VILA ESPERANCA - DR. CASSIO BITTENCOURT FILHO,TAMARRA ROCHFORD,MEDICO GENERALISTA,2022-07-01,,40005077,08:00 - 13:00 - 14:00 - 19:00 (QUI. E SEX.),20,Ativo,
6592899,UBS VILA SILVIA,MYRTA COSSER,AUXILIAR DE ENFERMAGEM,2022-07-04,,40005078,12:45 - 16:00 - 16:15 - 19:00 (SEG A SAB),36,Af.Previdência,Af.Previdência: A partir de 02/02/2024
2788861,UBS VILA ESPERANCA - DR. CASSIO BITTENCOURT FILHO,ISAAC STRATHEARN,AUXILIAR DE ENFERMAGEM,2022-07-04,,40005079,12:45 - 16:00 - 16:15 - 19:00 (SEG A SEX),30,Ativo,Atestado: 07/08/2024
3304566,UAA - MASCULINA PENHA,CHRISTOFFER GALLEMORE,SUPERVISOR DE SRT,2019-12-02,,40005081,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,
2787776,UBS JARDIM SAO FRANCISCO,MORT BRACKENBURY,AGENTE COMUNITARIO DE SAUDE,2022-07-04,,40005082,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,
6143180,AMA 24HS ENGENHEIRO GOULART - DR. JOSE PIRES,HEPHZIBAH BRUNNER,AUXILIAR DE ENFERMAGEM,2022-07-04,,40005090,07:00 - 12:00 - 13:00 - 19:00 (12X36),36,Ativo,Atestado: 18/08/2024 | Atestado: 03/09/2024
2787806,UBS JARDIM SAO NICOLAU,RUTHANNE ADLAM,AGENTE DE PROMOCAO AMBIENTAL,2022-07-04,,40005091,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,Atestado: 05/08/2024 a 11/08/2024
2787806,UBS JARDIM SAO NICOLAU,RICKI MATUSZYNSKI,AUXILIAR DE SAUDE BUCAL,2022-07-04,,40005095,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,Férias: 15/07/2024 a 13/08/2024
2788721,UBS VILA ARICANDUVA,SETH FEASLEY,AUXILIAR DE SAUDE BUCAL,2022-07-04,,40005096,07:00 - 10:00 - 10:15 - 13:15 (SEG A SEX),30,Ativo,Atestado: 28/08/2024 a 29/08/2024
2786923,UBS CIDADE PATRIARCA,RYLEY MCROBERT,AUXILIAR DE ENFERMAGEM,2022-07-11,,40005103,06:45 - 09:00 - 09:15 - 13:00 (SEG. A SEX.),30,Ativo,Atestado: 22/08/2024 a 23/08/2024
6143180,AMA 24HS ENGENHEIRO GOULART - DR. JOSE PIRES,BROCK PADGHAM,AUXILIAR DE ENFERMAGEM,2022-07-14,,40005112,07:00 - 12:00 - 13:00 - 19:00 (12X36),36,Ativo,Atestado: 12/08/2024
2751933,HOSPITAL DIA PENHA,BELLA HAUGG,ENFERMEIRO,2022-07-18,,40005130,12:45 - 16:00 - 16:15 - 19:00 (SEG A DOM) CONFORME ESCALA,36,Ativo,
2788721,UBS VILA ARICANDUVA,ELORA KENNEALY,DENTISTA CLINICO,2022-08-01,,40005136,15:00 - 19:00 (SEG. A SEX.),20,Af.Previdência,Licença Mater.: 12/07/2024 a 07/05/2025
2789043,UBS VILA MATILDE,ARNOLD GWIN,DENTISTA CLINICO,2022-08-01,,40005138,11:00 - 15:00 (SEG A SEX),20,Ativo,
2788721,UBS VILA ARICANDUVA,GEORGINE DAW,AUXILIAR ADMINISTRATIVO,2022-08-01,,40005143,06:45 - 11:00 - 12:00 - 15:45 (SEG A SEX),40,Ativo,Atestado: 14/08/2024 a 16/08/2024
2787776,UBS JARDIM SAO FRANCISCO,ROSALIE COHN,TECNICO DE ENFERMAGEM,2022-08-01,,40005147,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,
2788721,UBS VILA ARICANDUVA,RETHA GRONALLER,DENTISTA CLINICO,2022-08-01,,40005152,11:00 - 15:00 (SEG A SEX),20,Ativo,
2751933,HOSPITAL DIA PENHA,DREW VALERIUS,AUXILIAR ADMINISTRATIVO,2022-08-08,2024-08-05,40005153,12:45 - 16:00 - 16:15 - 19:00 (SEG A DOM) CONFORME ESCALA,36,Demitido,
2788861,UBS VILA ESPERANCA - DR. CASSIO BITTENCOURT FILHO,GREG LAUGHNAN,DENTISTA CLINICO,2022-08-08,,40005154,07:00 - 11:00 (SEG A SEX),20,Ativo,Férias: 12/08/2024 a 26/08/2024
2787806,UBS JARDIM SAO NICOLAU,ORALIA JAGGAR,DENTISTA CLINICO,2021-12-01,,40005155,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,Férias: 15/07/2024 a 13/08/2024
2788861,UBS VILA ESPERANCA - DR. CASSIO BITTENCOURT FILHO,RENATE KLUSS,MEDICO GENERALISTA,2022-08-08,,40005156,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,
2787032,UBS ENGENHEIRO TRINDADE,DOTTY HALFHEAD,AUXILIAR DE ENFERMAGEM,2022-08-08,,40005157,07:00 - 10:00 - 10:15 - 13:15 (SEG A SEX),30,Ativo,Atestado: 23/08/2024
2788969,UBS VILA GUILHERMINA - DR. AMERICO RASPA NETO,DALE MCKERLEY,GERENTE DE UNIDADE DE SAUDE,2021-12-08,,40005160,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,Atestado: 25/08/2024 a 29/08/2024
6592899,UBS VILA SILVIA,ALIZA JANDL,MEDICO PEDIATRA,2022-08-16,,40005166,07:00 - 12:00 - 13:00 - 18:00 ( TER. E QUI.),20,Ativo,Atestado: 13/08/2024 | Atestado: 20/08/2024 | Atestado: 22/08/2024
2042827,AMA JARDIM NORDESTE - 24 HS,HUNTINGTON MCMILLAN,AUXILIAR DE ENFERMAGEM,2022-08-11,,40005167,19:00 - 01:00 - 02:00 - 07:00 (12X36),36,Ativo,
2788969,UBS VILA GUILHERMINA - DR. AMERICO RASPA NETO,ANNALEE MACGOUN,AGENTE COMUNITARIO DE SAUDE,2022-08-15,,40005169,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,Atestado: 19/08/2024 a 20/08/2024 | Atestado: 23/08/2024
6194990,AMA CHACARA CRUZEIRO DO SUL,ELFRIDA BLIZARD,AUXILIAR DE ENFERMAGEM,2022-08-15,,40005175,07:00 - 10:00 - 10:15 - 13:15 (SEG A SAB),36,Ativo,
6194990,UBS CHACARA CRUZEIRO DO SUL,DRAKE RIZZARDINI,AGENTE COMUNITARIO DE SAUDE,2022-08-15,,40005177,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Af.Previdência,Atestado (Acima de 15 dias): 21/12/2023 a 17/08/2024 | Licença Mater.: 18/08/2024 a 15/12/2024
6143180,AMA 24HS ENGENHEIRO GOULART - DR. JOSE PIRES,SIGMUND FORRE,AUXILIAR DE ENFERMAGEM,2022-08-12,,40005179,07:00 - 12:00 - 13:00 - 19:00 (12X36),36,Ativo,Atestado: 04/08/2024 a 06/08/2024 | Atestado: 08/08/2024 | Atestado: 10/08/2024 a 12/08/2024 | Férias: 16/08/2024 a 30/08/2024 | Atestado: 01/09/2024
6592899,AMA VILA SILVIA,MILL KIDDY,AUXILIAR DE ENFERMAGEM,2022-08-15,,40005180,13:00 - 16:00 - 16:15 - 19:15 (SEG A SAB),36,Ativo,
2788969,UBS VILA GUILHERMINA - DR. AMERICO RASPA NETO,GODFREY DAWKES,AGENTE COMUNITARIO DE SAUDE,2022-08-15,,40005183,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,
2788969,UBS VILA GUILHERMINA - DR. AMERICO RASPA NETO,SOPHRONIA REEDMAN,AGENTE COMUNITARIO DE SAUDE,2022-08-15,,40005189,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,
2787806,UBS JARDIM SAO NICOLAU,ANNADIANE JENKERSON,MEDICO GENERALISTA,2022-08-15,,40005191,07:00 - 12:00 - 13:00 - 18:00 (TER A SEX),40,Ativo,Atestado: 15/08/2024 a 16/08/2024
2042827,AMA JARDIM NORDESTE - 24 HS,JANINA LIGHTERNESS,AUXILIAR DE ENFERMAGEM,2022-08-15,,40005192,19:00 - 01:00 - 02:00 - 07:00 (12X36),36,Ativo,Atestado: 08/08/2024 a 10/08/2024
6592899,UBS VILA SILVIA,HILARIUS JOSIAH,MEDICO PEDIATRA,2022-08-16,,40005195,07:00 - 12:00 - 13:00 - 18:00 (TER. E SEX.),20,Ativo,
6194990,UBS CHACARA CRUZEIRO DO SUL,EMELYNE BENDUHN,AGENTE COMUNITARIO DE SAUDE,2022-08-15,,40005198,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,
2787806,UBS JARDIM SAO NICOLAU,ARIN RUMENS,AGENTE COMUNITARIO DE SAUDE,2022-08-22,,40005208,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,
2751933,HOSPITAL DIA PENHA,LAURE VANYUKOV,FARMACEUTICO,2022-09-05,,40005210,13:00 - 16:00 - 16:15 - 19:15 (SEG A SAB),36,Ativo,
2788888,UBS EMILIO SANTIAGO,DNIREN MCTIERNAN,ENFERMEIRO,2022-09-12,,40005211,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,Atestado: 31/07/2024 a 05/08/2024
2751933,HOSPITAL DIA PENHA,KRISTINE BEARDSHALL,ENFERMEIRO,2022-09-05,,40005212,12:45 - 16:00 - 16:15 - 19:00 (SEG A DOM) CONFORME ESCALA,36,Af.Previdência,Af.Previdência: A partir de 17/07/2024
2751933,HOSPITAL DIA PENHA,AMARA REDHOLLS,ENFERMEIRO,2022-09-05,,40005214,13:00 - 16:00 - 16:15 - 19:15 (SEG A DOM) CONFORME ESCALA,36,Ativo,
2751933,HOSPITAL DIA PENHA,SKIPP RIDDIFORD,AUXILIAR ADMINISTRATIVO,2022-09-05,2024-08-09,40005215,07:00 - 10:00 - 10:15 - 13:15 (SEG A DOM) - CONFORME ESCALA,36,Demitido,
2788861,UBS VILA ESPERANCA - DR. CASSIO BITTENCOURT FILHO,MOREY BEECROFT,AGENTE COMUNITARIO DE SAUDE,2022-09-05,,40005220,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,
2751933,HOSPITAL DIA PENHA,YANK CUMBERS,TECNICO FARMACIA,2022-09-05,,40005223,13:00 - 16:00 - 16:15 - 19:15 (SEG A DOM) CONFORME ESCALA,36,Ativo,Atestado: 08/08/2024 a 10/08/2024 | Atestado: 20/08/2024
2788861,UBS VILA ESPERANCA - DR. CASSIO BITTENCOURT FILHO,MARYLIN SHARKEY,MEDICO GENERALISTA,2022-09-05,,40005224,SEG E QUA - 07:00 12:00 13:00 18:00,20,Ativo,Férias: 29/07/2024 a 12/08/2024
2786729,UBS A. E. DE CARVALHO,PATIENCE EILERT,AUXILIAR ADMINISTRATIVO,2022-09-05,,40005225,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,
6143180,AMA 24HS ENGENHEIRO GOULART - DR. JOSE PIRES,MARIEANN SIMO,AUXILIAR DE ENFERMAGEM,2022-09-05,,40005226,07:00 - 12:00 - 13:00 - 19:00 (12X36),36,Ativo,Atestado: 14/08/2024 a 15/08/2024
6143180,AMA 24HS ENGENHEIRO GOULART - DR. JOSE PIRES,NONNA BEESLEY,AUXILIAR DE ENFERMAGEM,2022-09-05,,40005227,06:00 - 11:00 - 12:00 - 18:00 (12X36),36,Ativo,Atestado: 13/08/2024 a 19/08/2024 | Atestado: 03/09/2024
6194990,AMA CHACARA CRUZEIRO DO SUL,QUINTANA DREAKIN,AUXILIAR ADMINISTRATIVO,2022-09-19,,40005239,06:45 - 09:00 - 09:15 - 13:00 (SEG A SAB),36,Ativo,
2752204,UBS CANGAIBA - DR. CARLOS GENTILE DE MELLO,MATHE BEVER,AUXILIAR ADMINISTRATIVO,2022-09-19,,40005243,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,
3304566,CAPS ALCOOL E DROGAS III PENHA,TRIS VAN OORT,ENFERMEIRO,2022-09-26,,40005245,13:00 - 16:00 - 16:15 - 19:15 (SEG A DOM) CONFORME ESCALA,36,Ativo,
2027070,UBS PADRE MANOEL DA NOBREGA,THIBAUD RUBENS,MEDICO GINECOLOGISTA,2022-10-03,,40005258,SEG - 11:00 13:45 14:00 16:15/ SEX - 08:00 10:30 10:45 13:15,10,Ativo,Atestado: 02/08/2024
6143180,AMA 24HS ENGENHEIRO GOULART - DR. JOSE PIRES,DANIEL YEKEL,TECNICO FARMACIA,2022-10-10,,40005260,07:00 - 12:00 - 13:00 - 19:00 (12X36),36,Ativo,
6387640,CAPS INFANTO-JUVENIL III PENHA,BOBBYE JERVIS,MEDICO PSIQUIATRA,2022-10-05,,40005262,SEG A QUI - 08:00 12:00 13:00 19:00,40,Ativo,
2751933,HOSPITAL DIA PENHA,ELEEN NILAND,FARMACEUTICO,2022-11-07,,40005282,06:45 - 09:00 - 09:15 - 13:00 (SEG A DOM) - CONFORME ESCALA,36,Ativo,
2788969,UBS VILA GUILHERMINA - DR. AMERICO RASPA NETO,BREE PAWELS,AUXILIAR ADMINISTRATIVO,2022-09-05,,40005284,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,Atestado: 20/08/2024 a 21/08/2024
2787776,UBS JARDIM SAO FRANCISCO,ALLIE GIOVANNI,DENTISTA CLINICO,2022-11-16,,40005288,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,Atestado: 21/08/2024 a 23/08/2024
9688463,CAPS ALCOOL E DROGAS II CANGAIBA,GIBBY FRANSMAN,TECNICO FARMACIA,2022-11-16,,40005289,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,
2752220,UBS ENGENHEIRO GOULART - DR. JOSE PIRES,KISSIE SYALVESTER,ENFERMEIRO,2022-11-21,,40005293,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,
6387640,CAPS INFANTO-JUVENIL III PENHA,SHAMUS WETWOOD,ASSISTENTE SOCIAL,2015-12-07,,40005294,13:45 - 17:00 - 17:15 - 20:00 (SEG A SEX),30,Ativo,Férias: 19/08/2024 a 02/09/2024
2029626,SRT PENHA - MISTA,TABER ISSATT,ACOMPANHANTE COMUNITARIO,2022-12-01,,40005296,06:00 - 11:00 - 12:00 - 18:00 (12X36),36,Ativo,
7270941,EMAD / EMAP JARDIM MARINGA,DANELL ITSCOWICZ,FONOAUDIOLOGO,2022-12-05,,40005297,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,
2788861,UBS VILA ESPERANCA - DR. CASSIO BITTENCOURT FILHO,PHIL PULHOSTER,TECNICO DE ENFERMAGEM,2022-12-05,,40005298,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,
2786753,UBS DR. ANTONIO P. F. VILALLOBO,LANIE TERREN,ENFERMEIRO ESF,2022-12-05,,40005299,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,
2787032,UBS ENGENHEIRO TRINDADE,ALEXANDR VIGNERON,AUXILIAR ADMINISTRATIVO,2022-12-05,,40005300,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,Férias: 15/07/2024 a 03/08/2024
4049926,UBS JOSE DE ANCHIETA,DONNIE PAULON,AUXILIAR ADMINISTRATIVO,2022-12-05,,40005301,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,Férias: 24/07/2024 a 02/08/2024
2752220,UBS ENGENHEIRO GOULART - DR. JOSE PIRES,BJORN THELWLL,AUXILIAR ADMINISTRATIVO,2022-12-05,,40005303,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,Atestado: 29/07/2024 a 02/08/2024 | Atestado: 22/08/2024 a 23/08/2024
2042827,AMA JARDIM NORDESTE - 24 HS,XIMENES SHIMONI,APRENDIZ,2022-12-12,,40005312,08:00 11:15 11:30 14:00 (SEG. A SEX.),30,Ativo,Atestado: 01/08/2024 a 02/08/2024 | Atestado: 12/08/2024 | Atestado: 14/08/2024 | Atestado: 16/08/2024 | Atestado: 19/08/2024 a 23/08/2024 | Atestado: 26/08/2024 a 30/08/2024
2789043,UBS VILA MATILDE,MALISSIA MCQUARRIE,MEDICO GINECOLOGISTA,2022-12-19,,40005313,SEG - 07:00 09:30 09:45 12:15/ TER - 12:30 14:00 14:15 17:45,10,Ativo,
2751933,HOSPITAL DIA PENHA,URI DEVERELL,AUXILIAR DE MANUTENCAO,2022-12-19,,40005315,19:00 - 01:00 - 02:00 - 07:00 (12X36),36,Ativo,Férias: 20/08/2024 a 03/09/2024
2027070,UBS PADRE MANOEL DA NOBREGA,ANICA MUDLE,MEDICO CLINICO GERAL,2022-12-12,,40005316,TER E QUA - 07:00 12:00 13:00 18:00,20,Ativo,
2788721,UBS VILA ARICANDUVA,MAURIE ROMEO,AUXILIAR DE ENFERMAGEM,2022-12-12,,40005317,12:45 - 16:00 - 16:15 - 19:00 (SEG A SEX),30,Ativo,
4049926,UBS JOSE DE ANCHIETA,ARNI BREISSAN,AUXILIAR ADMINISTRATIVO,2022-12-12,,40005320,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,Atestado: 07/08/2024
2787806,UBS JARDIM SAO NICOLAU,JANETTE COTTEE,TECNICO DE ENFERMAGEM,2022-12-19,,40005322,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,Atestado: 15/08/2024 a 16/08/2024
6143180,AMA 24HS ENGENHEIRO GOULART - DR. JOSE PIRES,LILIAS CONLEY,AUXILIAR DE ENFERMAGEM,2022-12-19,,40005323,07:00 - 12:00 - 13:00 - 19:00 (12X36),36,Ativo,Atestado: 10/08/2024 | Atestado: 30/08/2024
5268125,AMA MAURICE PATE,BOIGIE TOURLE,AUXILIAR DE ENFERMAGEM,2022-12-19,,40005325,13:00 - 16:00 - 16:15 - 19:15 (SEG A SAB),36,Af.Previdência,Af.Ac.Trabalho: A partir de 06/01/2024
2788926,UBS VILA GRANADA - DR ALFREDO FERREIRA PAULINO FILHO,CRISTIONNA KEABLE,AUXILIAR DE ENFERMAGEM,2022-12-19,,40005330,07:00 - 10:00 - 10:15 - 13:15 (SEG A SEX),30,Ativo,Atestado: 04/09/2024
2029626,CAPS ADULTO III VILA MATILDE,MALENA WINFIELD,AUXILIAR ADMINISTRATIVO,2023-01-02,,40005331,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Af.Previdência,Af.Previdência: A partir de 17/04/2024
2027070,AMA PADRE MANOEL DA NOBREGA,RING ESSEL,AUXILIAR ADMINISTRATIVO,2023-01-02,,40005334,13:00 - 16:00 - 16:15 - 19:15 (SEG A SAB),36,Ativo,
2027070,AMA PADRE MANOEL DA NOBREGA,SELIE FOCH,AUXILIAR DE ENFERMAGEM,2023-01-02,,40005335,13:00 - 16:00 - 16:15 - 19:15 (SEG A SAB),36,Ativo,
6143180,AMA 24HS ENGENHEIRO GOULART - DR. JOSE PIRES,LEANOR DUFF,AUXILIAR DE ENFERMAGEM,2023-01-09,,40005339,07:00 - 12:00 - 13:00 - 19:00 (12X36),36,Ativo,
2788969,UBS VILA GUILHERMINA - DR. AMERICO RASPA NETO,NIKOLIA JELLEY,MEDICO GENERALISTA,2023-01-02,,40005340,SEG A QUI - 08:00 12:00 13:00 19:00,40,Ativo,Férias: 05/08/2024 a 19/08/2024 | Atestado: 02/09/2024
2752220,UBS ENGENHEIRO GOULART - DR. JOSE PIRES,ELI SYDALL,DENTISTA CLINICO,2023-01-02,,40005341,15:00 - 19:00 (SEG. A SEX.),20,Ativo,
