rel_2141_CNES,rel_2141_UNIDADE,rel_2141_NOME,rel_2141_CARGO,rel_2141_DT_ADMISSAO,rel_2141_DT_DEMISSAO,rel_2141_prof_ID,rel_2141_HORARIO,rel_2141_JORNADA,rel_2141_STATUS,rel_2141_LICINICIO,rel_2141_LICFIM,rel_2141_AUSENCIA
2787776,UBS JARDIM SAO FRANCISCO,FELIZA CLOAKE,MEDICO PSIQUIATRA,2021-08-09,,40004317,SEG E QUA - 07:00 12:00 13:00 18:00,20,Ativo,2024-08-14,2024-08-14,Atestado
2787032,UBS ENGENHEIRO TRINDADE,CELE LONGCAKE,ENFERMEIRO,2021-08-16,,40004319,06:30 - 11:00 - 12:00 - 15:30 (SEG A SEX),40,Ativo,2024-09-02,2024-09-02,Atestado
2027070,AMA PADRE MANOEL DA NOBREGA,MEYER CLERK,AUXILIAR DE ENFERMAGEM,2021-08-16,,40004328,13:00 - 16:00 - 16:15 - 19:15 (SEG A SAB),36,Ativo,2024-08-15,2024-08-17,Atestado
2752204,UBS CANGAIBA - DR. CARLOS GENTILE DE MELLO,HERMON PETTECREW,AUXILIAR DE ENFERMAGEM,2021-08-16,,40004330,07:00 - 10:00 - 10:15 - 13:15 (SEG A SAB),36,Af.Previdência,2024-08-02,2024-08-03,Atestado
2752204,UBS CANGAIBA - DR. CARLOS GENTILE DE MELLO,HERMON PETTECREW,AUXILIAR DE ENFERMAGEM,2021-08-16,,40004330,07:00 - 10:00 - 10:15 - 13:15 (SEG A SAB),36,Af.Previdência,2024-08-14,2025-06-09,Licença Mater.
6592899,AMA VILA SILVIA,ELLE LONG,AUXILIAR DE ENFERMAGEM,2021-08-17,,40004334,13:00 - 16:00 - 16:15 - 19:15 (SEG A SAB),36,Ativo,2024-07-19,2024-08-01,Atestado
6592899,AMA VILA SILVIA,ELLE LONG,AUXILIAR DE ENFERMAGEM,2021-08-17,,40004334,13:00 - 16:00 - 16:15 - 19:15 (SEG A SAB),36,Ativo,2024-08-30,2024-09-10,Atestado
6143180,AMA 24HS ENGENHEIRO GOULART - DR. JOSE PIRES,SASCHA ABERDALGY,AUXILIAR DE ENFERMAGEM,2021-08-17,,40004339,07:00 - 12:00 - 13:00 - 19:00 (12X36),36,Ativo,2024-08-05,2024-08-05,Atestado
6143180,AMA 24HS ENGENHEIRO GOULART - DR. JOSE PIRES,SASCHA ABERDALGY,AUXILIAR DE ENFERMAGEM,2021-08-17,,40004339,07:00 - 12:00 - 13:00 - 19:00 (12X36),36,Ativo,2024-08-24,2024-08-25,Atestado
6194990,AMA CHACARA CRUZEIRO DO SUL,ALLARD HARRIDAY,AUXILIAR DE ENFERMAGEM,2021-08-17,,40004341,06:45 - 09:00 - 09:15 - 13:00 (SEG A SAB),36,Ativo,2024-06-28,2024-08-29,Licença Mater.
2042827,AMA JARDIM NORDESTE - 24 HS,ALMERIA MARSY,AUXILIAR DE ENFERMAGEM,2021-08-18,,40004343,19:00 - 01:00 - 02:00 - 07:00 (12X36),36,Ativo,2024-08-23,2024-08-23,Atestado
2752328,UBS PARQUE ARTHUR ALVIM,LAUNCE SIRED,AUXILIAR DE ENFERMAGEM,2021-08-23,,40004361,12:45 - 16:00 - 16:15 - 19:00 (SEG A SEX),30,Ativo,2024-09-03,2024-09-03,Atestado
2788861,UBS VILA ESPERANCA - DR. CASSIO BITTENCOURT FILHO,ASHLIE STINTON,AUXILIAR DE ENFERMAGEM,2021-08-23,,40004368,07:00 - 10:00 - 10:15 - 13:15 (SEG A SEX),30,Af.Previdência,2024-01-05,2024-08-20,Licença Mater.
2788861,UBS VILA ESPERANCA - DR. CASSIO BITTENCOURT FILHO,ASHLIE STINTON,AUXILIAR DE ENFERMAGEM,2021-08-23,,40004368,07:00 - 10:00 - 10:15 - 13:15 (SEG A SEX),30,Af.Previdência,2024-08-21,2024-12-18,Licença Mater.
2788888,UBS EMILIO SANTIAGO,RODDIE VERDUIN,AUXILIAR DE ENFERMAGEM,2021-09-01,,40004371,12:45 - 16:00 - 16:15 - 19:00 (SEG A SEX),30,Ativo,2024-08-19,2024-08-23,Atestado
6194990,AMA CHACARA CRUZEIRO DO SUL,CHARMAINE BURVILL,AUXILIAR DE ENFERMAGEM,2021-08-24,,40004373,07:00 - 10:00 - 10:15 - 13:15 (SEG A SAB),36,Ativo,2024-08-26,2024-08-27,Atestado
2751933,HOSPITAL DIA PENHA,JACQUELYNN DILAWEY,TECNICO DE ENFERMAGEM,2021-09-01,,40004374,12:45 - 16:00 - 16:15 - 19:00 (SEG A DOM) CONFORME ESCALA,36,Ativo,2024-08-06,2024-08-06,Atestado
2751933,HOSPITAL DIA PENHA,JACQUELYNN DILAWEY,TECNICO DE ENFERMAGEM,2021-09-01,,40004374,12:45 - 16:00 - 16:15 - 19:00 (SEG A DOM) CONFORME ESCALA,36,Ativo,2024-08-13,2024-08-13,Atestado
2788926,UBS VILA GRANADA - DR ALFREDO FERREIRA PAULINO FILHO,CARMELLA ELCY,AUXILIAR DE ENFERMAGEM,2021-09-01,,40004375,12:45 - 16:00 - 16:15 - 19:00 (SEG A SEX),30,Af.Previdência,2024-02-27,,Af.Previdência
2027070,UBS PADRE MANOEL DA NOBREGA,CRISTOBAL BUFFY,ENFERMEIRO,2021-09-01,,40004379,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,2024-08-01,2024-08-06,Atestado
6143180,AMA 24HS ENGENHEIRO GOULART - DR. JOSE PIRES,SHER YANDELL,AUXILIAR ADMINISTRATIVO,2021-09-01,,40004380,07:00 - 12:00 - 13:00 - 19:00 (12X36),36,Ativo,2024-08-13,2024-08-13,Atestado
2751933,HOSPITAL DIA PENHA,COLLINE GOODRICKE,TECNICO DE ENFERMAGEM,2021-09-01,,40004387,12:45 - 16:00 - 16:15 - 19:00 (SEG A DOM) CONFORME ESCALA,36,Ativo,2024-08-20,2024-08-20,Atestado
2751933,HOSPITAL DIA PENHA,COLLINE GOODRICKE,TECNICO DE ENFERMAGEM,2021-09-01,,40004387,12:45 - 16:00 - 16:15 - 19:00 (SEG A DOM) CONFORME ESCALA,36,Ativo,2024-08-26,2024-08-26,Atestado
6592899,AMA VILA SILVIA,TABBI CHAT,AUXILIAR DE ENFERMAGEM,2021-09-01,,40004393,07:00 - 10:00 - 10:15 - 13:15 (SEG A SAB),36,Ativo,2024-08-05,2024-08-06,Atestado
2788926,UBS VILA GRANADA - DR. ALFREDO FERREIRA PAULINO FILHO P.A.I,LORENZO WELDS,AUXILIAR DE ENFERMAGEM,2021-09-01,,40004395,07:30 - 12:00 - 13:00 - 16:30 (SEG A SEX),40,Af.Previdência,2024-08-20,2025-06-15,Atestado (Acima de 15 dias)
2752204,AMA CANGAIBA - DR. CARLOS GENTILE DE MELLO,SINDEE PETRENKO,AUXILIAR DE ENFERMAGEM,2021-09-02,,40004401,07:00 - 10:00 - 10:15 - 13:15 (SEG A SAB),36,Ativo,2024-07-30,2024-08-12,Atestado
2752204,AMA CANGAIBA - DR. CARLOS GENTILE DE MELLO,SINDEE PETRENKO,AUXILIAR DE ENFERMAGEM,2021-09-02,,40004401,07:00 - 10:00 - 10:15 - 13:15 (SEG A SAB),36,Ativo,2024-08-28,2024-08-28,Atestado
2751933,HOSPITAL DIA PENHA,MELLICENT SIMNOR,TECNICO DE ENFERMAGEM,2021-09-01,,40004403,13:00 - 16:00 - 16:15 - 19:15 (SEG A DOM) CONFORME ESCALA,36,Ativo,2024-08-12,2024-08-12,Atestado
2788926,EMAD VILA GRANADA,DOREY ANDREN,AUXILIAR DE ENFERMAGEM,2021-09-03,,40004407,12:45 - 16:00 - 16:15 - 19:00 (SEG A SEX),30,Ativo,2024-08-05,2024-08-06,Atestado
2787806,UBS JARDIM SAO NICOLAU,KARIE DUNMUIR,AUXILIAR ADMINISTRATIVO,2021-09-08,,40004418,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,2024-08-05,2024-09-03,Férias
2786923,UBS CIDADE PATRIARCA,GRISELDA MANTHROPPE,ENFERMEIRO,2021-09-15,,40004429,06:30 - 11:00 - 12:00 - 15:30 (SEG A SEX),40,Ativo,2024-08-01,2024-08-02,Atestado
2786923,UBS CIDADE PATRIARCA,GRISELDA MANTHROPPE,ENFERMEIRO,2021-09-15,,40004429,06:30 - 11:00 - 12:00 - 15:30 (SEG A SEX),40,Ativo,2024-08-14,2024-08-18,Atestado
2786923,UBS CIDADE PATRIARCA,GRISELDA MANTHROPPE,ENFERMEIRO,2021-09-15,,40004429,06:30 - 11:00 - 12:00 - 15:30 (SEG A SEX),40,Ativo,2024-08-19,2024-08-23,Atestado
2788969,UBS VILA GUILHERMINA - DR. AMERICO RASPA NETO,GIOVANNI BULLENE,TECNICO DE ENFERMAGEM,2021-09-20,,40004439,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,2024-07-04,2024-08-02,Férias
2788969,UBS VILA GUILHERMINA - DR. AMERICO RASPA NETO,TABBITHA CRUTCHLEY,TECNICO FARMACIA,2009-12-09,,40004449,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,2024-07-10,2024-08-08,Férias
2788969,UBS VILA GUILHERMINA - DR. AMERICO RASPA NETO,TABBITHA CRUTCHLEY,TECNICO FARMACIA,2009-12-09,,40004449,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,2024-08-20,2024-08-22,Atestado
2788969,UBS VILA GUILHERMINA - DR. AMERICO RASPA NETO,TABBITHA CRUTCHLEY,TECNICO FARMACIA,2009-12-09,,40004449,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,2024-08-29,2024-09-04,Atestado
6592899,AMA VILA SILVIA,CLYVE MCNEE,TECNICO FARMACIA,2016-11-01,,40004451,07:00 - 10:00 - 10:15 - 13:15 (SEG A SAB),36,Ativo,2024-08-01,2024-08-03,Atestado
6194990,AMA CHACARA CRUZEIRO DO SUL,BUCK CADWALLADER,TECNICO FARMACIA,2018-05-21,,40004457,06:45 - 09:00 - 09:15 - 13:00 (SEG A SAB),36,Ativo,2024-08-31,2024-09-02,Atestado
2042827,AMA JARDIM NORDESTE - 24 HS,DEAN MAYPOLE,AUXILIAR DE ENFERMAGEM,2021-10-11,,40004462,19:00 - 01:00 - 02:00 - 07:00 (12X36),36,Ativo,2024-08-15,2024-08-29,Férias
2751933,HOSPITAL DIA PENHA,AMBROSI HARK,ENFERMEIRO ESTOMATERAPEUTA,2021-10-05,,40004464,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,2024-08-06,2024-08-25,Férias
6143180,AMA 24HS ENGENHEIRO GOULART - DR. JOSE PIRES,REBBECCA AINSLEE,ENFERMEIRO,2021-10-06,,40004466,07:00 - 12:00 - 13:00 - 19:00 (12X36),36,Af.Previdência,2024-01-30,,Af.Previdência
2027070,UBS PADRE MANOEL DA NOBREGA,AUDRE HAZELDEN,AUXILIAR DE ENFERMAGEM,2021-10-11,,40004469,13:00 - 16:00 - 16:15 - 19:15 (SEG A SAB),36,Ativo,2024-08-01,2024-08-15,Férias
2027070,AMA PADRE MANOEL DA NOBREGA,MIRELLA ROWNTREE,ENFERMEIRO,2021-10-11,,40004477,07:00 - 10:00 - 10:15 - 13:15 (SEG A SAB),36,Ativo,2024-08-05,2024-08-19,Férias
2027070,AMA PADRE MANOEL DA NOBREGA,MIRELLA ROWNTREE,ENFERMEIRO,2021-10-11,,40004477,07:00 - 10:00 - 10:15 - 13:15 (SEG A SAB),36,Ativo,2024-08-20,2024-08-24,Atestado
2027070,AMA PADRE MANOEL DA NOBREGA,MIRELLA ROWNTREE,ENFERMEIRO,2021-10-11,,40004477,07:00 - 10:00 - 10:15 - 13:15 (SEG A SAB),36,Ativo,2024-08-26,2024-09-04,Atestado
2788861,UBS VILA ESPERANCA - DR. CASSIO BITTENCOURT FILHO,DOROTHY FRIZZELL,TECNICO DE ENFERMAGEM,2021-10-11,,40004478,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Demitido,2024-08-08,2024-08-09,Atestado
2786753,UBS DR. ANTONIO P. F. VILALLOBO,DEWAIN ONTHANK,AGENTE DE PROMOCAO AMBIENTAL,2021-10-13,,40004479,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,2024-08-07,2024-08-21,Férias
2788721,UBS VILA ARICANDUVA,ELLETTE GILLET,AUXILIAR DE ENFERMAGEM,2021-10-13,,40004481,12:45 - 16:00 - 16:15 - 19:00 (SEG A SEX),30,Af.Previdência,2024-04-17,2024-08-14,Licença Mater.
2788721,UBS VILA ARICANDUVA,ELLETTE GILLET,AUXILIAR DE ENFERMAGEM,2021-10-13,,40004481,12:45 - 16:00 - 16:15 - 19:00 (SEG A SEX),30,Af.Previdência,2024-08-15,2024-10-17,Licença Mater.
2042827,AMA JARDIM NORDESTE - 24 HS,BINKY SABATTIER,AUXILIAR DE ENFERMAGEM,2021-01-26,,40004504,19:00 - 01:00 - 02:00 - 07:00 (12X36),36,Ativo,2024-08-06,2024-09-04,Férias
2042827,AMA JARDIM NORDESTE - 24 HS,SIGFRIED OLLEREARNSHAW,TECNICO FARMACIA,2016-03-09,,40004510,19:00 - 01:00 - 02:00 - 07:00 (12X36),36,Ativo,2024-08-02,2024-08-11,Férias
2042827,AMA JARDIM NORDESTE - 24 HS,HORACE MOULAND,AUXILIAR DE ENFERMAGEM,2012-02-01,,40004511,19:00 - 01:00 - 02:00 - 07:00 (12X36),36,Ativo,2023-10-05,2024-08-20,Af.Previdência
2042827,AMA JARDIM NORDESTE - 24 HS,HORACE MOULAND,AUXILIAR DE ENFERMAGEM,2012-02-01,,40004511,19:00 - 01:00 - 02:00 - 07:00 (12X36),36,Ativo,2024-08-23,2024-08-25,Atestado
2042827,AMA JARDIM NORDESTE - 24 HS,HORACE MOULAND,AUXILIAR DE ENFERMAGEM,2012-02-01,,40004511,19:00 - 01:00 - 02:00 - 07:00 (12X36),36,Ativo,2024-08-26,2024-09-01,Atestado
2042827,AMA JARDIM NORDESTE - 24 HS,CHERRI RANYARD,ENFERMEIRO,2021-10-25,,40004513,19:00 - 01:00 - 02:00 - 07:00 (12X36),36,Ativo,2024-08-12,2024-08-16,Atestado
2042827,AMA JARDIM NORDESTE - 24 HS,CHERRI RANYARD,ENFERMEIRO,2021-10-25,,40004513,19:00 - 01:00 - 02:00 - 07:00 (12X36),36,Ativo,2024-08-22,2024-08-25,Atestado
2042827,AMA JARDIM NORDESTE - 24 HS,OLVA WALLER,AUXILIAR ADMINISTRATIVO,2021-10-25,,40004514,07:00 - 12:00 - 13:00 - 19:00 (12X36),36,Ativo,2024-08-02,2024-08-31,Férias
2042827,AMA JARDIM NORDESTE - 24 HS,PRENT BEACHEM,ENFERMEIRO,2021-10-25,,40004517,07:00 - 12:00 - 13:00 - 19:00 (12X36),36,Ativo,2024-08-02,2024-08-31,Férias
2788861,UBS VILA ESPERANCA - DR. CASSIO BITTENCOURT FILHO,JOHNATHAN MCDOUGALL,ENFERMEIRO,2021-10-25,,40004522,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,2024-08-13,2024-08-13,Atestado
2788861,UBS VILA ESPERANCA - DR. CASSIO BITTENCOURT FILHO,JOHNATHAN MCDOUGALL,ENFERMEIRO,2021-10-25,,40004522,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,2024-08-19,2024-08-19,Atestado
2788861,UBS VILA ESPERANCA - DR. CASSIO BITTENCOURT FILHO,JOHNATHAN MCDOUGALL,ENFERMEIRO,2021-10-25,,40004522,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,2024-08-26,2024-08-30,Atestado
2027070,AMA PADRE MANOEL DA NOBREGA,MEROLA GILLEY,AUXILIAR ADMINISTRATIVO,2021-10-25,,40004527,13:00 - 16:00 - 16:15 - 19:15 (SEG A SAB),36,Ativo,2024-08-12,2024-08-12,Atestado
2027070,AMA PADRE MANOEL DA NOBREGA,MEROLA GILLEY,AUXILIAR ADMINISTRATIVO,2021-10-25,,40004527,13:00 - 16:00 - 16:15 - 19:15 (SEG A SAB),36,Ativo,2024-08-13,2024-08-15,Atestado
2042827,AMA JARDIM NORDESTE - 24 HS,GAILE DACHEY,AUXILIAR DE ENFERMAGEM,2021-10-26,,40004535,07:00 - 12:00 - 13:00 - 19:00 (12X36),36,Ativo,2024-08-31,2024-08-31,Atestado
2042827,AMA JARDIM NORDESTE - 24 HS,GAILE DACHEY,AUXILIAR DE ENFERMAGEM,2021-10-26,,40004535,07:00 - 12:00 - 13:00 - 19:00 (12X36),36,Ativo,2024-09-02,2024-09-02,Atestado
2042827,AMA JARDIM NORDESTE - 24 HS,ARLEYNE BRIDGMAN,ENFERMEIRO,2021-10-26,,40004537,07:00 - 12:00 - 13:00 - 19:00 (12X36),36,Ativo,2024-08-21,2024-09-04,Férias
2042827,AMA JARDIM NORDESTE - 24 HS,HYMAN HUMBY,AUXILIAR DE ENFERMAGEM,2021-10-27,,40004546,07:00 - 12:00 - 13:00 - 19:00 (12X36),36,Ativo,2024-08-24,2024-08-24,Atestado
2788888,UBS EMILIO SANTIAGO,SULLIVAN MINCHINDON,ENFERMEIRO,2021-11-01,,40004551,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,2024-08-12,2024-08-18,Atestado
6387640,CAPS INFANTO-JUVENIL III PENHA,BETTE HODGON,TERAPEUTA OCUPACIONAL,2021-11-03,,40004565,09:00 - 11:15 - 11:30 - 15:15 (SEG A SEX),30,Ativo,2024-08-12,2024-08-26,Férias
2042827,AMA JARDIM NORDESTE - 24 HS,STACIA YELIASHEV,ENFERMEIRO,2021-11-04,,40004566,07:00 - 12:00 - 13:00 - 19:00 (12X36),36,Ativo,2024-08-16,2024-08-16,Atestado
2788861,UBS VILA ESPERANCA - DR. CASSIO BITTENCOURT FILHO,MILDRED SAURAT,AGENTE COMUNITARIO DE SAUDE,2021-11-03,,40004577,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,2024-08-05,2024-08-19,Férias
2788861,UBS VILA ESPERANCA - DR. CASSIO BITTENCOURT FILHO,MILDRED SAURAT,AGENTE COMUNITARIO DE SAUDE,2021-11-03,,40004577,08:00 - 12:00 - 13:00 - 17:00 (SEG A SEX),40,Ativo,2024-08-23,2024-08-23,Atestado
2751933,HOSPITAL DIA PENHA,CONSTANTINE NORCOTT,TECNICO FARMACIA,2021-11-09,,40004590,07:00 - 10:00 - 10:15 - 13:15 (SEG A DOM) - CONFORME ESCALA,36,Ativo,2024-07-03,2024-08-01,Férias
3304566,CAPS ALCOOL E DROGAS III PENHA,KARLEE LOVERIDGE,AUXILIAR DE ENFERMAGEM,2021-11-10,,40004595,12:45 - 16:00 - 16:15 - 19:00 (SEG A DOM) CONFORME ESCALA,36,Ativo,2024-08-14,2024-08-18,Atestado
3304566,CAPS ALCOOL E DROGAS III PENHA,KARLEE LOVERIDGE,AUXILIAR DE ENFERMAGEM,2021-11-10,,40004595,12:45 - 16:00 - 16:15 - 19:00 (SEG A DOM) CONFORME ESCALA,36,Ativo,2024-08-19,2024-08-19,Atestado
2786729,UBS A. E. DE CARVALHO,AVIVAH CHOPPIN,AUXILIAR ADMINISTRATIVO,2021-11-10,,40004596,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,2024-08-02,2024-08-02,Atestado
2786729,UBS A. E. DE CARVALHO,AVIVAH CHOPPIN,AUXILIAR ADMINISTRATIVO,2021-11-10,,40004596,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,2024-08-26,2024-08-28,Atestado
2788926,UBS VILA GRANADA - DR ALFREDO FERREIRA PAULINO FILHO,BOOTH MACLEOD,NUTRICIONISTA,2021-11-11,,40004597,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,2024-08-05,2024-08-19,Férias
6143180,AMA 24HS ENGENHEIRO GOULART - DR. JOSE PIRES,FLORETTE BORKIN,ENFERMEIRO,2021-11-11,,40004599,19:00 - 01:00 - 02:00 - 07:00 (12X36),36,Ativo,2024-08-14,2024-08-17,Atestado
2042827,AMA JARDIM NORDESTE - 24 HS,ROI BRUCK,ASSISTENTE SOCIAL,2021-11-16,,40004602,SEG A SEX - 15:30 18:00 18:15 21:45,30,Ativo,2024-07-31,2024-08-14,Férias
2789043,UBS VILA MATILDE,CINDEE SNEAD,TECNICO FARMACIA,2021-11-17,,40004608,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,2024-08-27,2024-08-30,Atestado
2787806,UBS JARDIM SAO NICOLAU,GWENETTE HARBIN,AUXILIAR ADMINISTRATIVO,2021-11-22,,40004620,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,2024-08-08,2024-08-09,Atestado
2787806,UBS JARDIM SAO NICOLAU,GWENETTE HARBIN,AUXILIAR ADMINISTRATIVO,2021-11-22,,40004620,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,2024-08-23,2024-08-27,Atestado
9688463,CAPS ALCOOL E DROGAS II CANGAIBA,WEYLIN CATHERALL,ENFERMEIRO,2021-12-01,,40004631,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,2024-09-01,2024-09-02,Atestado
2751933,HOSPITAL DIA PENHA,HEINRIK FARN,AUXILIAR ADMINISTRATIVO,2021-12-06,,40004632,07:00 - 10:00 - 10:15 - 13:15 (SEG A DOM) - CONFORME ESCALA,36,Ativo,2024-08-28,2024-08-28,Atestado
2751933,HOSPITAL DIA PENHA,TUCKIE LABBATI,AUXILIAR ADMINISTRATIVO,2021-12-06,,40004633,12:45 - 16:00 - 16:15 - 19:00 (SEG A DOM) CONFORME ESCALA,36,Ativo,2024-07-16,2024-08-04,Férias
4049926,UBS JOSE DE ANCHIETA,PANDORA CHALLACE,AUXILIAR DE ENFERMAGEM,2021-12-01,,40004635,07:00 - 10:00 - 10:15 - 13:15 (SEG A SEX),30,Ativo,2024-07-30,2024-08-02,Atestado
2751933,HOSPITAL DIA PENHA,RIVA WARSTALL,AUXILIAR ADMINISTRATIVO,2021-12-06,,40004641,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,2024-08-12,2024-08-26,Férias
7270941,UBS JARDIM MARINGA,GOLDY COLLINETTE,MEDICO GENERALISTA,2021-12-06,,40004645,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,2024-08-09,2024-08-09,Atestado
7270941,UBS JARDIM MARINGA,GOLDY COLLINETTE,MEDICO GENERALISTA,2021-12-06,,40004645,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,2024-08-12,2024-08-26,Férias
2027070,UBS PADRE MANOEL DA NOBREGA,MARGO SAURAT,AUXILIAR ADMINISTRATIVO,2021-12-06,,40004648,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,2024-08-22,2024-08-26,Atestado
2788721,UBS VILA ARICANDUVA,GIANINA RUILTON,FARMACEUTICO,2021-12-08,,40004658,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,2024-08-30,2024-08-30,Atestado
2788926,UBS VILA GRANADA - DR ALFREDO FERREIRA PAULINO FILHO,VINNIE EMBUREY,FARMACEUTICO,2021-12-13,,40004675,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Af.Previdência,2024-07-08,2024-11-04,Licença Mater.
2788926,UBS VILA GRANADA - DR. ALFREDO FERREIRA PAULINO FILHO P.A.I,DENNY DETHLOFF,AUXILIAR ADMINISTRATIVO,2021-12-13,,40004676,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,2024-07-30,2024-08-01,Atestado
2788926,UBS VILA GRANADA - DR. ALFREDO FERREIRA PAULINO FILHO P.A.I,DENNY DETHLOFF,AUXILIAR ADMINISTRATIVO,2021-12-13,,40004676,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,2024-08-05,2024-08-06,Atestado
2788926,UBS VILA GRANADA - DR. ALFREDO FERREIRA PAULINO FILHO P.A.I,DENNY DETHLOFF,AUXILIAR ADMINISTRATIVO,2021-12-13,,40004676,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,2024-08-07,2024-08-08,Atestado
2788926,UBS VILA GRANADA - DR. ALFREDO FERREIRA PAULINO FILHO P.A.I,DENNY DETHLOFF,AUXILIAR ADMINISTRATIVO,2021-12-13,,40004676,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,2024-08-12,2024-08-16,Atestado
2788926,UBS VILA GRANADA - DR. ALFREDO FERREIRA PAULINO FILHO P.A.I,DENNY DETHLOFF,AUXILIAR ADMINISTRATIVO,2021-12-13,,40004676,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,2024-08-19,2024-08-23,Atestado
2788926,UBS VILA GRANADA - DR. ALFREDO FERREIRA PAULINO FILHO P.A.I,DENNY DETHLOFF,AUXILIAR ADMINISTRATIVO,2021-12-13,,40004676,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,2024-08-26,2024-08-30,Atestado
2752204,AMA CANGAIBA - DR. CARLOS GENTILE DE MELLO,MERRY BUTTERS,AUXILIAR DE ENFERMAGEM,2021-12-13,,40004677,07:00 - 10:00 - 10:15 - 13:15 (SEG A SAB),36,Demitido,2024-08-21,2024-08-21,Atestado
6592899,UBS VILA SILVIA,BRITTA AITKEN,AUXILIAR DE ENFERMAGEM,2022-01-03,,40004686,07:00 - 10:00 - 10:15 - 13:15 (SEG A SAB),36,Ativo,2024-08-16,2024-08-25,Atestado
6592899,AMA VILA SILVIA,KEVEN VEAL,AUXILIAR DE ENFERMAGEM,2022-01-03,,40004702,06:30 - 10:00 - 10:15 - 12:45 (SEG A SAB),36,Ativo,2024-08-15,2024-08-17,Atestado
2788721,UBS VILA ARICANDUVA,DEENA O'HARTNETT,AUXILIAR DE ENFERMAGEM,2021-10-05,,40004708,06:45 - 09:00 - 09:15 - 13:00 (SEG. A SEX.),30,Ativo,2024-08-05,2024-09-03,Férias
2027070,UBS PADRE MANOEL DA NOBREGA,THAINE BUTTERWORTH,AUXILIAR ADMINISTRATIVO,2022-01-05,,40004710,10:00 - 13:00 - 14:00 - 19:00 (SEG A SEX),40,Ativo,2024-08-06,2024-08-06,Atestado
3304566,CAPS ALCOOL E DROGAS III PENHA,MISSIE STANSALL,MEDICO CLINICO GERAL,2022-01-05,,40004712,QUA - 08:00 13:00 14:00 19:00,10,Ativo,2024-08-21,2024-08-25,Atestado
6143180,AMA 24HS ENGENHEIRO GOULART - DR. JOSE PIRES,STACY DRIVERS,AUXILIAR DE ENFERMAGEM,2022-01-08,,40004722,06:00 - 11:00 - 12:00 - 18:00 (12X36),36,Ativo,2024-08-15,2024-08-18,Atestado
6143180,AMA 24HS ENGENHEIRO GOULART - DR. JOSE PIRES,STACY DRIVERS,AUXILIAR DE ENFERMAGEM,2022-01-08,,40004722,06:00 - 11:00 - 12:00 - 18:00 (12X36),36,Ativo,2024-08-19,2024-09-02,Férias
2786923,UBS CIDADE PATRIARCA,WYN BOWCOCK,AUXILIAR ADMINISTRATIVO,2022-01-10,,40004725,07:00 - 11:00 - 12:00 - 16:00 (SEG A SEX),40,Ativo,2024-07-17,2024-08-15,Férias
2027070,UBS PADRE MANOEL DA NOBREGA,BENJIE ACCOMBE,AUXILIAR DE ENFERMAGEM,2022-01-11,,40004727,13:00 - 16:00 - 16:15 - 19:15 (SEG A SAB),36,Ativo,2024-07-03,2024-08-01,Férias
